time,hum_rh,temp
2024-11-12T09,33,16.1
2024-11-12T10,32,21.2
2024-11-12T11,32,22.3
2024-11-12T12,31,22.6
2024-11-12T13,31,22.9
2024-11-12T14,31,22.8
2024-11-12T15,31,22.9
2024-11-12T16,31,23.1
2024-11-12T17,30,22.8
2024-11-12T18,30,22.6
2024-11-12T19,31,22.3
2024-11-12T20,30,22.1
2024-11-12T21,30,21.8
2024-11-12T22,30,21.5
2024-11-12T23,30,21.3
2024-11-13T00,29,21.1
2024-11-13T01,29,20.9
2024-11-13T02,29,20.8
2024-11-13T03,29,20.5
2024-11-13T04,28,20.3
2024-11-13T05,28,20.2
2024-11-13T06,28,20.1
2024-11-13T07,27,19.8
2024-11-13T08,27,19.6
2024-11-13T09,27,19.6
2024-11-13T10,28,20.2
2024-11-13T11,28,21.0
2024-11-13T12,28,21.3
2024-11-13T13,28,21.4
2024-11-13T14,28,21.5
2024-11-13T15,27,21.8
2024-11-13T16,28,22.0
2024-11-13T17,27,22.1
2024-11-13T18,27,22.2
2024-11-13T19,27,22.1
2024-11-13T20,26,21.9
2024-11-13T21,25,21.9
2024-11-13T22,26,21.8
2024-11-13T23,25,21.6
2024-11-14T00,25,21.6
2024-11-14T01,25,21.6
2024-11-14T02,25,21.6
2024-11-14T03,25,21.6
2024-11-14T04,25,21.6
2024-11-14T05,25,21.6
2024-11-14T06,23,21.5
2024-11-14T07,25,21.4
2024-11-14T08,23,21.3
2024-11-14T09,23,21.3
2024-11-14T10,25,21.8
2024-11-14T11,25,22.2
2024-11-14T12,23,22.9
2024-11-14T13,23,23.2
2024-11-14T14,23,23.4
2024-11-14T15,23,23.4
2024-11-14T16,23,23.5
2024-11-14T17,21,23.4
2024-11-14T18,21,23.3
2024-11-14T19,21,23.2
2024-11-14T20,21,23.1
2024-11-14T21,20,23.0
2024-11-14T22,20,22.8
2024-11-14T23,20,22.8
2024-11-15T00,20,22.8
2024-11-15T01,20,22.6
2024-11-15T02,20,22.5
2024-11-15T03,20,22.5
2024-11-15T04,20,22.5
2024-11-15T05,20,22.4
2024-11-15T06,20,22.3
2024-11-15T07,20,22.2
2024-11-15T08,20,22.1
2024-11-15T09,20,21.9
2024-11-15T10,20,22.1
2024-11-15T11,20,22.5
2024-11-15T12,18,22.9
2024-11-15T13,18,23.1
2024-11-15T14,18,23.2
2024-11-15T15,18,23.4
2024-11-15T16,18,23.5
2024-11-15T17,18,23.5
2024-11-15T18,15,23.5
2024-11-15T19,15,23.4
2024-11-15T20,15,23.3
2024-11-15T21,15,23.2
2024-11-15T22,15,23.1
2024-11-15T23,15,23.0
2024-11-16T00,15,23.0
2024-11-16T01,15,22.9
2024-11-16T02,15,22.9
2024-11-16T03,15,22.9
2024-11-16T04,15,23.0
2024-11-16T05,15,23.0
2024-11-16T06,10,23.0
2024-11-16T07,10,23.0
2024-11-16T08,10,23.0
2024-11-16T09,10,23.0
2024-11-16T10,10,23.1
2024-11-16T11,10,23.3
2024-11-16T12,10,23.6
2024-11-16T13,10,23.9
2024-11-16T14,10,24.0
2024-11-16T15,10,24.0
2024-11-16T16,10,24.0
2024-11-16T17,10,24.1
2024-11-16T18,10,23.9
2024-11-16T19,10,23.9
2024-11-16T20,10,23.8
2024-11-16T21,10,23.8
2024-11-16T22,10,23.8
2024-11-16T23,10,23.6
2024-11-17T00,10,23.5
2024-11-17T01,10,23.4
2024-11-17T02,10,23.3
2024-11-17T03,10,23.2
2024-11-17T04,10,23.2
2024-11-17T05,10,23.1
2024-11-17T06,10,23.0
2024-11-17T07,10,22.9
2024-11-17T08,10,22.8
2024-11-17T09,10,22.8
2024-11-17T10,10,22.8
2024-11-17T11,10,23.0
2024-11-17T12,10,23.2
2024-11-17T13,10,23.5
2024-11-17T14,10,23.5
2024-11-17T15,10,23.6
2024-11-17T16,10,23.6
2024-11-17T17,10,23.8
2024-11-17T18,10,23.6
2024-11-17T19,10,23.6
2024-11-17T20,10,23.5
2024-11-17T21,10,23.4
2024-11-17T22,10,23.3
2024-11-17T23,10,23.3
2024-11-18T00,10,23.2
2024-11-18T01,10,23.2
2024-11-18T02,10,23.3
2024-11-18T03,10,23.3
2024-11-18T04,10,23.3
2024-11-18T05,10,23.3
2024-11-18T06,10,23.2
2024-11-18T07,10,23.2
2024-11-18T08,10,23.2
2024-11-18T09,10,23.2
2024-11-18T10,10,23.4
2024-11-18T11,10,24.0
2024-11-18T12,10,24.4
2024-11-18T13,15,24.8
2024-11-18T14,15,25.0
2024-11-18T15,15,25.1
2024-11-18T16,10,24.1
2024-11-18T17,10,23.6
2024-11-18T18,10,23.9
2024-11-18T19,15,24.3
2024-11-18T20,15,24.3
2024-11-18T21,15,24.3
2024-11-18T22,15,24.2
2024-11-18T23,15,24.0
2024-11-19T00,15,23.9
2024-11-19T01,15,23.8
2024-11-19T02,15,23.6
2024-11-19T03,15,23.5
2024-11-19T04,15,23.4
2024-11-19T05,15,23.3
2024-11-19T06,15,23.2
2024-11-19T07,15,23.1
2024-11-19T08,15,22.9
2024-11-19T09,15,22.9
2024-11-19T10,15,23.1
2024-11-19T11,10,23.6
2024-11-19T12,15,24.1
2024-11-19T13,15,24.2
2024-11-19T14,15,24.2
2024-11-19T15,15,24.2
2024-11-19T16,15,24.3
2024-11-19T17,15,24.3
2024-11-19T18,15,24.3
2024-11-19T19,15,24.4
2024-11-19T20,15,24.2
2024-11-19T21,15,23.9
2024-11-19T22,15,23.6
2024-11-19T23,15,23.4
2024-11-20T00,10,23.2
2024-11-20T01,15,23.1
2024-11-20T02,15,22.9
2024-11-20T03,15,22.6
2024-11-20T04,16,22.5
2024-11-20T05,16,22.3
2024-11-20T06,16,22.2
2024-11-20T07,16,21.9
2024-11-20T08,10,21.8
2024-11-20T09,10,21.6
2024-11-20T10,16,21.9
2024-11-20T11,16,22.2
2024-11-20T12,15,22.8
2024-11-20T13,10,22.9
2024-11-20T14,16,22.2
2024-11-20T15,16,22.1
2024-11-20T16,16,21.6
2024-11-20T17,16,21.4
2024-11-20T18,16,21.5
2024-11-20T19,16,21.9
2024-11-20T20,16,22.2
2024-11-20T21,16,22.1
2024-11-20T22,16,21.9
2024-11-20T23,16,21.8
2024-11-21T00,16,21.6
2024-11-21T01,16,21.6
2024-11-21T02,16,21.5
2024-11-21T03,16,21.4
2024-11-21T04,16,21.4
2024-11-21T05,16,21.2
2024-11-21T06,16,21.2
2024-11-21T07,16,21.1
2024-11-21T08,16,21.0
2024-11-21T09,20,21.1
2024-11-21T10,20,21.2
2024-11-21T11,20,21.3
2024-11-21T12,20,21.4
2024-11-21T13,20,21.4
2024-11-21T14,20,21.4
2024-11-21T15,20,21.5
2024-11-21T16,21,21.4
2024-11-21T17,21,21.3
2024-11-21T18,21,21.2
2024-11-21T19,21,21.1
2024-11-21T20,21,21.0
2024-11-21T21,20,20.9
2024-11-21T22,21,20.6
2024-11-21T23,21,20.5
2024-11-22T00,21,20.3
2024-11-22T01,21,20.3
2024-11-22T02,21,20.2
2024-11-22T03,21,20.1
2024-11-22T04,21,20.1
2024-11-22T05,23,20.0
2024-11-22T06,23,19.9
2024-11-22T07,23,19.8
2024-11-22T08,23,19.8
2024-11-22T09,23,19.6
2024-11-22T10,23,19.6
2024-11-22T11,23,19.6
2024-11-22T12,23,19.8
2024-11-22T13,23,19.8
2024-11-22T14,25,19.8
2024-11-22T15,25,19.8
2024-11-22T16,25,19.6
2024-11-22T17,25,19.5
2024-11-22T18,25,19.3
2024-11-22T19,25,19.3
2024-11-22T20,25,19.2
2024-11-22T21,25,19.2
2024-11-22T22,25,19.2
2024-11-22T23,25,19.2
2024-11-23T00,25,19.1
2024-11-23T01,23,19.1
2024-11-23T02,23,19.1
2024-11-23T03,25,19.1
2024-11-23T04,25,19.0
2024-11-23T05,25,19.0
2024-11-23T06,25,18.9
2024-11-23T07,25,19.0
2024-11-23T08,25,18.8
2024-11-23T09,25,18.8
2024-11-23T10,25,18.6
2024-11-23T11,25,18.6
2024-11-23T12,25,18.6
2024-11-23T13,25,18.6
2024-11-23T14,25,18.6
2024-11-23T15,25,18.6
2024-11-23T16,25,18.6
2024-11-23T17,25,18.6
2024-11-23T18,25,18.5
2024-11-23T19,25,18.5
2024-11-23T20,25,18.5
2024-11-23T21,25,18.3
2024-11-23T22,25,18.3
2024-11-23T23,26,18.3
2024-11-24T00,26,18.3
2024-11-24T01,26,18.2
2024-11-24T02,26,18.1
2024-11-24T03,26,18.0
2024-11-24T04,26,17.9
2024-11-24T05,26,17.9
2024-11-24T06,26,17.8
2024-11-24T07,26,17.8
2024-11-24T08,26,17.8
2024-11-24T09,26,17.6
2024-11-24T10,25,17.6
2024-11-24T11,26,17.8
2024-11-24T12,26,17.8
2024-11-24T13,27,18.0
2024-11-24T14,27,18.0
2024-11-24T15,27,18.1
2024-11-24T16,26,18.1
2024-11-24T17,27,18.0
2024-11-24T18,27,18.0
2024-11-24T19,27,18.0
2024-11-24T20,27,17.9
2024-11-24T21,27,17.9
2024-11-24T22,27,17.8
2024-11-24T23,27,17.6
2024-11-25T00,27,17.6
2024-11-25T01,29,17.5
2024-11-25T02,29,17.5
2024-11-25T03,29,17.5
2024-11-25T04,29,17.4
2024-11-25T05,29,17.4
2024-11-25T06,29,17.2
2024-11-25T07,29,17.1
2024-11-25T08,29,17.1
2024-11-25T09,29,17.2
2024-11-25T10,28,17.8
2024-11-25T11,29,18.6
2024-11-25T12,29,19.2
2024-11-25T13,30,20.1
2024-11-25T14,30,20.5
2024-11-25T15,30,20.9
2024-11-25T16,30,21.0
2024-11-25T17,30,21.2
2024-11-25T18,30,21.3
2024-11-25T19,30,21.3
2024-11-25T20,30,21.3
2024-11-25T21,30,21.3
2024-11-25T22,30,21.2
2024-11-25T23,29,21.1
2024-11-26T00,29,21.0
2024-11-26T01,29,21.0
2024-11-26T02,29,21.0
2024-11-26T03,29,21.1
2024-11-26T04,29,21.0
2024-11-26T05,29,21.1
2024-11-26T06,29,21.1
2024-11-26T07,29,21.0
2024-11-26T08,29,21.1
2024-11-26T09,29,21.1
2024-11-26T10,29,21.4
2024-11-26T11,29,21.8
2024-11-26T12,29,22.0
2024-11-26T13,29,22.1
2024-11-26T14,29,22.1
2024-11-26T15,29,22.1
2024-11-26T16,29,22.2
2024-11-26T17,29,22.3
2024-11-26T18,29,22.4
2024-11-26T19,29,22.3
2024-11-26T20,29,22.3
2024-11-26T21,29,22.3
2024-11-26T22,29,22.3
2024-11-26T23,29,22.3
2024-11-27T00,29,22.2
2024-11-27T01,28,22.3
2024-11-27T02,29,22.2
2024-11-27T03,29,22.2
2024-11-27T04,29,22.2
2024-11-27T05,29,22.2
2024-11-27T06,28,22.1
2024-11-27T07,28,22.1
2024-11-27T08,27,21.9
2024-11-27T09,28,21.8
2024-11-27T10,28,21.9
2024-11-27T11,28,22.3
2024-11-27T12,28,22.4
2024-11-27T13,28,22.5
2024-11-27T14,28,22.5
2024-11-27T15,26,22.6
2024-11-27T16,26,22.8
2024-11-27T17,26,22.6
2024-11-27T18,27,22.5
2024-11-27T19,27,22.3
2024-11-27T20,27,22.3
2024-11-27T21,27,22.4
2024-11-27T22,27,22.3
2024-11-27T23,26,22.4
2024-11-28T00,26,22.4
2024-11-28T01,26,22.4
2024-11-28T02,26,22.3
2024-11-28T03,26,22.4
2024-11-28T04,25,22.3
2024-11-28T05,26,22.4
2024-11-28T06,26,22.4
2024-11-28T07,26,22.4
2024-11-28T08,25,22.3
2024-11-28T09,25,22.5
2024-11-28T10,25,22.5
2024-11-28T11,25,22.4
2024-11-28T12,25,22.5
2024-11-28T13,25,22.5
2024-11-28T14,25,22.5
2024-11-28T15,25,22.5
2024-11-28T16,25,22.5
2024-11-28T17,25,22.5
2024-11-28T18,25,22.5
2024-11-28T19,25,22.5
2024-11-28T20,25,22.6
2024-11-28T21,25,22.5
2024-11-28T22,25,22.5
2024-11-28T23,25,22.5
2024-11-29T00,25,22.5
2024-11-29T01,25,22.5
2024-11-29T02,25,22.5
2024-11-29T03,25,22.5
2024-11-29T04,25,22.5
2024-11-29T05,25,22.4
2024-11-29T06,25,22.4
2024-11-29T07,25,22.4
2024-11-29T08,25,22.4
2024-11-29T09,25,22.3
2024-11-29T10,25,22.5
2024-11-29T11,25,22.6
2024-11-29T12,25,22.8
2024-11-29T13,25,22.9
2024-11-29T14,25,23.0
2024-11-29T15,25,23.0
2024-11-29T16,25,23.0
2024-11-29T17,25,22.9
2024-11-29T18,25,22.8
2024-11-29T19,25,22.8
2024-11-29T20,25,22.8
2024-11-29T21,25,22.8
2024-11-29T22,25,22.8
2024-11-29T23,25,22.8
2024-11-30T00,25,22.8
2024-11-30T01,25,22.8
2024-11-30T02,25,22.8
2024-11-30T03,25,22.8
2024-11-30T04,25,22.6
2024-11-30T05,25,22.6
2024-11-30T06,25,22.6
2024-11-30T07,25,22.5
2024-11-30T08,25,22.5
2024-11-30T09,25,22.2
2024-11-30T10,25,21.9
2024-11-30T11,25,21.9
2024-11-30T12,23,21.8
2024-11-30T13,23,21.8
2024-11-30T14,23,21.8
2024-11-30T15,23,22.1
2024-11-30T16,23,22.2
2024-11-30T17,23,22.3
2024-11-30T18,23,22.4
2024-11-30T19,23,22.4
2024-11-30T20,23,22.5
2024-11-30T21,23,22.4
2024-11-30T22,23,22.4
2024-11-30T23,23,22.3
2024-12-01T00,23,22.3
2024-12-01T01,21,22.2
2024-12-01T02,21,22.1
2024-12-01T03,21,22.0
2024-12-01T04,21,21.8
2024-12-01T05,21,21.8
2024-12-01T06,21,21.6
2024-12-01T07,21,21.4
2024-12-01T08,20,21.3
2024-12-01T09,20,21.3
2024-12-01T10,20,21.2
2024-12-01T11,20,21.2
2024-12-01T12,20,21.3
2024-12-01T13,20,21.3
2024-12-01T14,20,21.4
2024-12-01T15,20,21.3
2024-12-01T16,20,21.3
2024-12-01T17,20,21.3
2024-12-01T18,20,21.2
2024-12-01T19,20,21.1
2024-12-01T20,20,21.0
2024-12-01T21,20,20.9
2024-12-01T22,20,20.8
2024-12-01T23,20,20.8
2024-12-02T00,20,20.8
2024-12-02T01,20,21.0
2024-12-02T02,20,21.1
2024-12-02T03,20,21.2
2024-12-02T04,20,21.2
2024-12-02T05,20,21.2
2024-12-02T06,16,20.9
2024-12-02T07,16,20.5
2024-12-02T08,16,20.4
2024-12-02T09,16,20.6
2024-12-02T10,20,21.2
2024-12-02T11,20,21.8
2024-12-02T12,20,22.2
2024-12-02T13,16,22.5
2024-12-02T14,18,22.8
2024-12-02T15,15,23.3
2024-12-02T16,18,23.2
2024-12-02T17,18,23.2
2024-12-02T18,15,23.1
2024-12-02T19,15,22.8
2024-12-02T20,15,22.8
2024-12-02T21,10,22.5
2024-12-02T22,16,22.4
2024-12-02T23,16,22.3
2024-12-03T00,16,22.3
2024-12-03T01,16,22.3
2024-12-03T02,16,22.2
2024-12-03T03,16,22.2
2024-12-03T04,16,22.1
2024-12-03T05,10,22.1
2024-12-03T06,10,21.9
2024-12-03T07,10,21.9
2024-12-03T08,10,21.9
2024-12-03T09,10,21.9
