time,hum_rh,temp
2024-11-05T12,36,19.3
2024-11-05T13,35,22.6
2024-11-05T14,21,28.8
2024-11-05T15,10,35.1
2024-11-05T16,10,37.8
2024-11-05T17,10,36.6
2024-11-05T18,10,31.5
2024-11-05T19,10,29.1
2024-11-05T20,10,22.9
2024-11-05T21,10,18.9
2024-11-05T22,10,16.5
2024-11-05T23,10,14.6
2024-11-06T00,10,13.2
2024-11-06T01,20,12.3
2024-11-06T02,23,11.2
2024-11-06T03,26,10.2
2024-11-06T04,27,9.5
2024-11-06T05,27,8.6
2024-11-06T06,28,8.0
2024-11-06T07,30,7.5
2024-11-06T08,31,7.0
2024-11-06T09,31,7.3
2024-11-06T10,32,8.5
2024-11-06T11,32,12.3
2024-11-06T12,29,16.8
2024-11-06T13,20,20.6
2024-11-06T14,10,27.6
2024-11-06T15,10,24.9
2024-11-06T16,10,26.5
2024-11-06T17,10,26.9
2024-11-06T18,10,24.3
2024-11-06T19,10,22.5
2024-11-06T20,10,19.5
2024-11-06T21,10,16.1
2024-11-06T22,10,13.9
2024-11-06T23,10,12.2
2024-11-07T00,10,10.6
2024-11-07T01,10,9.8
2024-11-07T02,10,9.4
2024-11-07T03,10,9.3
2024-11-07T04,10,9.3
2024-11-07T05,10,9.0
2024-11-07T06,16,8.8
2024-11-07T07,16,7.9
2024-11-07T08,21,6.5
2024-11-07T09,25,6.1
2024-11-07T10,27,6.8
2024-11-07T11,24,18.0
2024-11-07T12,10,25.2
2024-11-07T13,10,30.6
2024-11-07T14,10,35.1
2024-11-07T15,10,38.3
2024-11-07T16,10,39.1
2024-11-07T17,10,38.2
2024-11-07T18,10,35.1
2024-11-07T19,10,29.9
2024-11-07T20,10,21.5
2024-11-07T21,10,21.3
2024-11-07T22,10,21.2
2024-11-07T23,10,21.1
2024-11-08T00,10,20.8
2024-11-08T01,10,20.8
2024-11-08T02,10,20.8
2024-11-08T03,10,20.6
2024-11-08T04,10,20.5
2024-11-08T05,10,20.4
2024-11-08T06,10,20.3
2024-11-08T07,10,20.3
2024-11-08T08,10,20.2
2024-11-08T09,10,20.1
2024-11-08T10,10,20.2
2024-11-08T11,10,20.2
2024-11-08T12,10,20.2
2024-11-08T13,10,20.2
2024-11-08T14,10,20.3
2024-11-08T15,12,20.0
2024-11-08T16,12,19.9
2024-11-08T17,12,20.1
2024-11-08T18,12,20.0
2024-11-08T19,10,19.2
2024-11-08T20,10,17.8
2024-11-08T21,10,16.2
2024-11-08T22,10,15.3
2024-11-08T23,10,15.6
2024-11-09T00,10,15.6
2024-11-09T01,10,15.5
2024-11-09T02,10,15.4
2024-11-09T03,10,15.2
2024-11-09T04,10,15.1
2024-11-09T05,10,15.0
2024-11-09T06,10,14.8
2024-11-09T07,10,14.6
2024-11-09T08,10,14.6
2024-11-09T09,10,14.8
2024-11-09T10,10,14.6
2024-11-09T11,10,14.8
2024-11-09T12,10,14.6
2024-11-09T13,10,14.6
2024-11-09T14,10,14.5
2024-11-09T15,10,14.4
2024-11-09T16,10,14.3
2024-11-09T17,12,14.3
2024-11-09T18,10,14.5
2024-11-09T19,10,14.6
2024-11-09T20,10,14.6
2024-11-09T21,10,14.5
2024-11-09T22,10,14.4
2024-11-09T23,10,14.3
2024-11-10T00,12,14.2
2024-11-10T01,12,14.1
2024-11-10T02,12,13.9
2024-11-10T03,12,13.8
2024-11-10T04,12,13.6
2024-11-10T05,12,13.5
2024-11-10T06,12,13.5
2024-11-10T07,12,13.8
2024-11-10T08,12,14.2
2024-11-10T09,19,14.4
2024-11-10T10,19,14.6
2024-11-10T11,19,14.5
2024-11-10T12,19,14.5
2024-11-10T13,19,14.4
2024-11-10T14,19,14.3
2024-11-10T15,21,14.3
2024-11-10T16,21,14.3
2024-11-10T17,21,14.2
2024-11-10T18,21,14.2
2024-11-10T19,19,12.9
2024-11-10T20,20,11.5
2024-11-10T21,15,10.6
2024-11-10T22,15,10.1
2024-11-10T23,16,9.5
2024-11-11T00,10,9.1
2024-11-11T01,16,8.6
2024-11-11T02,16,8.4
2024-11-11T03,16,8.3
2024-11-11T04,16,8.2
2024-11-11T05,16,8.2
2024-11-11T06,16,8.3
2024-11-11T07,16,8.3
2024-11-11T08,16,8.2
2024-11-11T09,16,8.3
2024-11-11T10,16,8.8
2024-11-11T11,20,9.8
2024-11-11T12,23,11.3
2024-11-11T13,25,13.1
2024-11-11T14,26,14.8
2024-11-11T15,27,16.1
2024-11-11T16,27,16.5
2024-11-11T17,29,16.4
2024-11-11T18,29,15.8
2024-11-11T19,29,15.2
2024-11-11T20,27,14.6
2024-11-11T21,27,14.3
2024-11-11T22,27,14.0
2024-11-11T23,27,13.6
2024-11-12T00,27,13.1
2024-11-12T01,26,12.6
2024-11-12T02,28,12.0
2024-11-12T03,27,11.2
2024-11-12T04,27,10.4
2024-11-12T05,26,9.9
2024-11-12T06,26,9.5
2024-11-12T07,27,10.0
2024-11-12T08,27,10.5
2024-11-12T09,34,16.2
2024-11-12T10,35,21.2
2024-11-12T11,35,22.5
2024-11-12T12,34,22.9
2024-11-12T13,34,23.2
2024-11-12T14,34,23.3
2024-11-12T15,34,23.2
2024-11-12T16,33,23.5
2024-11-12T17,32,23.1
2024-11-12T18,32,22.9
2024-11-12T19,31,22.6
2024-11-12T20,32,22.3
2024-11-12T21,32,22.1
2024-11-12T22,31,21.8
2024-11-12T23,31,21.5
2024-11-13T00,31,21.3
2024-11-13T01,31,21.1
2024-11-13T02,31,21.1
2024-11-13T03,30,20.8
2024-11-13T04,30,20.6
2024-11-13T05,30,20.5
2024-11-13T06,30,20.3
2024-11-13T07,30,20.1
2024-11-13T08,29,19.9
2024-11-13T09,30,20.1
2024-11-13T10,30,20.6
2024-11-13T11,30,21.3
2024-11-13T12,30,21.6
2024-11-13T13,30,21.8
2024-11-13T14,30,22.0
2024-11-13T15,30,22.2
2024-11-13T16,29,22.4
2024-11-13T17,29,22.3
2024-11-13T18,29,22.3
2024-11-13T19,29,22.3
2024-11-13T20,29,22.3
2024-11-13T21,28,22.2
2024-11-13T22,28,22.1
2024-11-13T23,27,22.1
2024-11-14T00,27,22.0
2024-11-14T01,27,22.1
2024-11-14T02,27,22.1
2024-11-14T03,26,22.1
2024-11-14T04,26,22.1
2024-11-14T05,26,22.1
2024-11-14T06,26,21.9
2024-11-14T07,26,21.6
2024-11-14T08,26,21.6
2024-11-14T09,26,21.6
2024-11-14T10,25,22.1
2024-11-14T11,25,22.6
2024-11-14T12,25,23.3
2024-11-14T13,25,23.5
2024-11-14T14,25,23.8
2024-11-14T15,24,23.8
2024-11-14T16,25,23.9
2024-11-14T17,24,23.8
2024-11-14T18,24,23.5
2024-11-14T19,22,23.5
2024-11-14T20,22,23.3
2024-11-14T21,21,23.3
2024-11-14T22,22,23.2
2024-11-14T23,21,23.1
2024-11-15T00,21,23.1
2024-11-15T01,21,23.0
2024-11-15T02,19,23.0
2024-11-15T03,21,22.9
2024-11-15T04,21,22.9
2024-11-15T05,19,22.8
2024-11-15T06,19,22.6
2024-11-15T07,20,22.4
2024-11-15T08,20,22.2
2024-11-15T09,20,22.2
2024-11-15T10,20,22.5
2024-11-15T11,15,23.0
2024-11-15T12,19,23.3
2024-11-15T13,19,23.5
2024-11-15T14,15,23.6
2024-11-15T15,19,23.9
2024-11-15T16,19,24.1
2024-11-15T17,19,24.0
2024-11-15T18,15,23.9
2024-11-15T19,16,23.8
2024-11-15T20,15,23.5
2024-11-15T21,15,23.5
2024-11-15T22,16,23.4
2024-11-15T23,15,23.3
2024-11-16T00,15,23.2
2024-11-16T01,10,23.2
2024-11-16T02,10,23.2
2024-11-16T03,10,23.2
2024-11-16T04,10,23.3
2024-11-16T05,10,23.3
2024-11-16T06,10,23.3
2024-11-16T07,10,23.3
2024-11-16T08,10,23.4
2024-11-16T09,10,23.4
2024-11-16T10,10,23.5
2024-11-16T11,10,23.8
2024-11-16T12,10,24.1
2024-11-16T13,10,24.3
2024-11-16T14,10,24.3
2024-11-16T15,10,24.3
2024-11-16T16,10,24.3
2024-11-16T17,10,24.3
2024-11-16T18,10,24.3
2024-11-16T19,10,24.2
2024-11-16T20,10,24.1
2024-11-16T21,10,24.1
2024-11-16T22,10,24.0
2024-11-16T23,10,23.9
2024-11-17T00,10,23.8
2024-11-17T01,10,23.6
2024-11-17T02,10,23.6
2024-11-17T03,10,23.4
2024-11-17T04,10,23.3
2024-11-17T05,10,23.3
2024-11-17T06,10,23.2
2024-11-17T07,10,23.2
2024-11-17T08,10,23.1
2024-11-17T09,10,23.1
2024-11-17T10,10,23.2
2024-11-17T11,10,23.4
2024-11-17T12,10,23.6
2024-11-17T13,10,23.9
2024-11-17T14,10,24.0
2024-11-17T15,10,24.1
2024-11-17T16,10,24.1
2024-11-17T17,10,24.1
2024-11-17T18,10,24.0
2024-11-17T19,10,23.9
2024-11-17T20,10,23.8
2024-11-17T21,10,23.8
2024-11-17T22,10,23.6
2024-11-17T23,10,23.5
2024-11-18T00,10,23.5
2024-11-18T01,10,23.6
2024-11-18T02,10,23.6
2024-11-18T03,10,23.6
2024-11-18T04,10,23.6
2024-11-18T05,10,23.6
2024-11-18T06,10,23.6
2024-11-18T07,10,23.5
2024-11-18T08,10,23.5
2024-11-18T09,10,23.5
2024-11-18T10,10,23.9
2024-11-18T11,10,24.4
2024-11-18T12,10,24.9
2024-11-18T13,10,25.2
2024-11-18T14,10,25.4
2024-11-18T15,10,25.1
2024-11-18T16,10,24.1
2024-11-18T17,10,24.1
2024-11-18T18,10,24.2
2024-11-18T19,10,24.5
2024-11-18T20,10,24.6
2024-11-18T21,10,24.5
2024-11-18T22,10,24.5
2024-11-18T23,10,24.3
2024-11-19T00,10,24.2
2024-11-19T01,10,24.1
2024-11-19T02,10,24.0
2024-11-19T03,10,23.8
2024-11-19T04,10,23.6
2024-11-19T05,10,23.5
2024-11-19T06,10,23.3
2024-11-19T07,10,23.3
2024-11-19T08,10,23.2
2024-11-19T09,10,23.2
2024-11-19T10,15,23.5
2024-11-19T11,16,24.1
2024-11-19T12,15,24.4
2024-11-19T13,15,24.5
2024-11-19T14,15,24.6
2024-11-19T15,15,24.8
2024-11-19T16,15,24.9
2024-11-19T17,15,24.9
2024-11-19T18,15,24.8
2024-11-19T19,16,24.6
2024-11-19T20,15,24.4
2024-11-19T21,15,24.2
2024-11-19T22,10,24.0
2024-11-19T23,15,23.8
2024-11-20T00,15,23.4
2024-11-20T01,16,23.3
2024-11-20T02,15,23.2
2024-11-20T03,15,23.0
2024-11-20T04,15,22.8
2024-11-20T05,15,22.6
2024-11-20T06,12,22.5
2024-11-20T07,12,22.2
2024-11-20T08,12,22.1
2024-11-20T09,12,21.9
2024-11-20T10,17,22.3
2024-11-20T11,15,22.8
2024-11-20T12,15,23.3
2024-11-20T13,16,23.1
2024-11-20T14,12,22.2
2024-11-20T15,17,22.2
2024-11-20T16,12,21.8
2024-11-20T17,12,21.6
2024-11-20T18,17,21.8
2024-11-20T19,17,22.1
2024-11-20T20,17,22.3
2024-11-20T21,17,22.3
2024-11-20T22,17,22.2
2024-11-20T23,17,22.1
2024-11-21T00,17,22.1
2024-11-21T01,17,21.9
2024-11-21T02,16,21.8
2024-11-21T03,17,21.8
2024-11-21T04,17,21.6
2024-11-21T05,17,21.6
2024-11-21T06,17,21.4
2024-11-21T07,17,21.3
2024-11-21T08,16,21.2
2024-11-21T09,20,21.3
2024-11-21T10,20,21.5
2024-11-21T11,20,21.5
2024-11-21T12,20,21.6
2024-11-21T13,20,21.8
2024-11-21T14,22,21.8
2024-11-21T15,22,21.8
2024-11-21T16,22,21.6
2024-11-21T17,22,21.6
2024-11-21T18,22,21.5
2024-11-21T19,22,21.3
2024-11-21T20,22,21.3
2024-11-21T21,22,21.1
2024-11-21T22,22,20.9
2024-11-21T23,22,20.9
2024-11-22T00,23,20.6
2024-11-22T01,24,20.5
2024-11-22T02,24,20.5
2024-11-22T03,24,20.3
2024-11-22T04,24,20.3
2024-11-22T05,24,20.2
2024-11-22T06,24,20.2
2024-11-22T07,24,20.1
2024-11-22T08,25,20.0
2024-11-22T09,25,20.0
2024-11-22T10,25,20.0
2024-11-22T11,25,20.0
2024-11-22T12,25,20.0
2024-11-22T13,25,20.1
2024-11-22T14,25,20.1
2024-11-22T15,26,20.0
2024-11-22T16,25,19.9
2024-11-22T17,25,19.8
2024-11-22T18,25,19.5
2024-11-22T19,25,19.5
2024-11-22T20,26,19.5
2024-11-22T21,26,19.4
2024-11-22T22,26,19.5
2024-11-22T23,26,19.4
2024-11-23T00,26,19.4
2024-11-23T01,26,19.4
2024-11-23T02,25,19.3
2024-11-23T03,25,19.3
2024-11-23T04,26,19.3
2024-11-23T05,26,19.2
2024-11-23T06,26,19.2
2024-11-23T07,26,19.2
2024-11-23T08,26,19.1
2024-11-23T09,26,19.1
2024-11-23T10,26,19.1
2024-11-23T11,26,19.1
2024-11-23T12,26,19.0
2024-11-23T13,26,18.9
2024-11-23T14,26,18.9
2024-11-23T15,26,19.0
2024-11-23T16,26,19.0
2024-11-23T17,26,18.9
2024-11-23T18,26,18.9
2024-11-23T19,26,18.9
2024-11-23T20,27,18.8
2024-11-23T21,27,18.8
2024-11-23T22,27,18.6
2024-11-23T23,27,18.5
2024-11-24T00,27,18.5
2024-11-24T01,27,18.4
2024-11-24T02,27,18.3
2024-11-24T03,27,18.3
2024-11-24T04,27,18.2
2024-11-24T05,27,18.1
2024-11-24T06,26,18.1
2024-11-24T07,27,18.0
2024-11-24T08,27,18.0
2024-11-24T09,27,17.9
2024-11-24T10,27,17.9
2024-11-24T11,28,18.1
2024-11-24T12,28,18.1
2024-11-24T13,28,18.2
2024-11-24T14,28,18.3
2024-11-24T15,28,18.3
2024-11-24T16,28,18.3
2024-11-24T17,29,18.3
2024-11-24T18,29,18.3
2024-11-24T19,29,18.2
2024-11-24T20,29,18.1
2024-11-24T21,29,18.1
2024-11-24T22,29,18.1
2024-11-24T23,29,18.0
2024-11-25T00,29,17.9
2024-11-25T01,29,17.9
2024-11-25T02,29,17.9
2024-11-25T03,29,17.6
2024-11-25T04,29,17.8
2024-11-25T05,29,17.6
2024-11-25T06,30,17.5
2024-11-25T07,30,17.3
2024-11-25T08,30,17.3
2024-11-25T09,29,17.6
2024-11-25T10,29,18.3
2024-11-25T11,30,19.1
2024-11-25T12,30,19.9
2024-11-25T13,30,20.4
2024-11-25T14,30,20.8
2024-11-25T15,30,21.1
2024-11-25T16,30,21.2
2024-11-25T17,30,21.3
2024-11-25T18,30,21.5
2024-11-25T19,30,21.5
2024-11-25T20,30,21.5
2024-11-25T21,30,21.6
2024-11-25T22,30,21.5
2024-11-25T23,30,21.5
2024-11-26T00,30,21.4
2024-11-26T01,30,21.5
2024-11-26T02,30,21.4
2024-11-26T03,30,21.4
2024-11-26T04,29,21.5
2024-11-26T05,30,21.5
2024-11-26T06,29,21.5
2024-11-26T07,29,21.5
2024-11-26T08,29,21.4
2024-11-26T09,29,21.6
2024-11-26T10,29,21.9
2024-11-26T11,29,22.1
2024-11-26T12,29,22.3
2024-11-26T13,29,22.3
2024-11-26T14,29,22.4
2024-11-26T15,29,22.5
2024-11-26T16,29,22.5
2024-11-26T17,28,22.6
2024-11-26T18,28,22.6
2024-11-26T19,28,22.6
2024-11-26T20,28,22.6
2024-11-26T21,28,22.6
2024-11-26T22,28,22.6
2024-11-26T23,28,22.8
2024-11-27T00,28,22.6
2024-11-27T01,28,22.6
2024-11-27T02,27,22.8
2024-11-27T03,27,22.6
2024-11-27T04,27,22.6
2024-11-27T05,27,22.6
2024-11-27T06,29,22.4
2024-11-27T07,29,22.3
2024-11-27T08,28,22.2
2024-11-27T09,28,22.2
2024-11-27T10,28,22.3
2024-11-27T11,27,22.6
2024-11-27T12,27,22.6
2024-11-27T13,27,22.8
2024-11-27T14,26,22.9
2024-11-27T15,26,22.9
2024-11-27T16,26,23.1
2024-11-27T17,26,22.9
2024-11-27T18,26,22.8
2024-11-27T19,26,22.6
2024-11-27T20,26,22.6
2024-11-27T21,25,22.6
2024-11-27T22,26,22.6
2024-11-27T23,26,22.6
2024-11-28T00,26,22.6
2024-11-28T01,25,22.6
2024-11-28T02,25,22.6
2024-11-28T03,25,22.6
2024-11-28T04,25,22.6
2024-11-28T05,25,22.6
2024-11-28T06,25,22.6
2024-11-28T07,25,22.6
2024-11-28T08,25,22.6
2024-11-28T09,25,22.6
2024-11-28T10,25,22.6
2024-11-28T11,25,22.6
2024-11-28T12,25,22.6
2024-11-28T13,25,22.8
2024-11-28T14,25,22.8
2024-11-28T15,25,22.9
2024-11-28T16,25,22.8
2024-11-28T17,25,22.8
2024-11-28T18,25,22.8
2024-11-28T19,25,22.8
2024-11-28T20,25,22.9
2024-11-28T21,24,22.8
2024-11-28T22,25,22.8
2024-11-28T23,25,22.8
2024-11-29T00,25,22.9
2024-11-29T01,24,22.8
2024-11-29T02,25,22.8
2024-11-29T03,25,22.8
2024-11-29T04,25,22.8
2024-11-29T05,25,22.8
2024-11-29T06,25,22.6
2024-11-29T07,25,22.8
2024-11-29T08,25,22.6
2024-11-29T09,25,22.6
2024-11-29T10,25,22.8
2024-11-29T11,25,22.9
2024-11-29T12,25,23.1
2024-11-29T13,25,23.1
2024-11-29T14,25,23.2
2024-11-29T15,25,23.3
2024-11-29T16,25,23.2
2024-11-29T17,25,23.1
2024-11-29T18,25,23.1
2024-11-29T19,25,23.0
2024-11-29T20,25,23.1
2024-11-29T21,25,23.0
2024-11-29T22,25,23.0
2024-11-29T23,25,23.0
2024-11-30T00,25,23.1
2024-11-30T01,25,23.0
2024-11-30T02,25,22.9
2024-11-30T03,25,22.9
2024-11-30T04,25,22.9
2024-11-30T05,25,22.9
2024-11-30T06,25,22.8
2024-11-30T07,25,22.8
2024-11-30T08,25,22.6
2024-11-30T09,25,22.5
2024-11-30T10,25,22.2
2024-11-30T11,25,22.2
2024-11-30T12,25,22.1
2024-11-30T13,23,22.1
2024-11-30T14,25,22.1
2024-11-30T15,24,22.3
2024-11-30T16,24,22.3
2024-11-30T17,24,22.5
2024-11-30T18,22,22.6
2024-11-30T19,22,22.6
2024-11-30T20,22,22.6
2024-11-30T21,22,22.6
2024-11-30T22,22,22.8
2024-11-30T23,22,22.6
2024-12-01T00,23,22.5
2024-12-01T01,22,22.3
2024-12-01T02,22,22.2
2024-12-01T03,22,22.2
2024-12-01T04,22,22.1
2024-12-01T05,22,21.9
2024-12-01T06,22,21.9
2024-12-01T07,22,21.8
2024-12-01T08,22,21.5
2024-12-01T09,20,21.5
2024-12-01T10,20,21.4
2024-12-01T11,20,21.5
2024-12-01T12,20,21.5
2024-12-01T13,20,21.5
2024-12-01T14,20,21.5
2024-12-01T15,20,21.5
2024-12-01T16,20,21.5
2024-12-01T17,20,21.5
2024-12-01T18,20,21.3
2024-12-01T19,20,21.2
2024-12-01T20,20,21.2
2024-12-01T21,20,21.0
2024-12-01T22,20,21.0
2024-12-01T23,20,20.9
2024-12-02T00,20,20.9
2024-12-02T01,20,21.1
2024-12-02T02,20,21.2
2024-12-02T03,20,21.2
2024-12-02T04,20,21.3
2024-12-02T05,20,21.3
2024-12-02T06,17,21.2
2024-12-02T07,17,20.9
2024-12-02T08,17,20.8
2024-12-02T09,17,21.0
2024-12-02T10,20,21.5
2024-12-02T11,20,22.0
2024-12-02T12,20,22.5
2024-12-02T13,19,22.8
2024-12-02T14,16,23.1
2024-12-02T15,10,24.1
2024-12-02T16,10,23.8
2024-12-02T17,10,24.0
2024-12-02T18,10,23.5
2024-12-02T19,10,23.2
2024-12-02T20,10,23.0
2024-12-02T21,10,22.8
2024-12-02T22,10,22.8
2024-12-02T23,10,22.6
2024-12-03T00,10,22.6
2024-12-03T01,10,22.6
2024-12-03T02,12,22.5
2024-12-03T03,10,22.5
2024-12-03T04,10,22.5
2024-12-03T05,10,22.4
2024-12-03T06,10,22.2
2024-12-03T07,10,22.2
2024-12-03T08,10,22.2
2024-12-03T09,10,22.2
